S.No,Date,Open,High,Low,LTP,% Change,Qty,Turnover
443,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
444,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
445,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
446,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
447,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
448,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
449,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
450,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
451,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
452,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
453,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
454,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
455,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
456,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
457,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
458,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
459,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
460,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
461,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
462,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
463,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
464,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
465,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
466,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
467,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
468,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
469,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
470,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
471,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
472,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
473,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
474,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
475,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
476,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
477,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
478,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
479,7/7/20,462,484,453,484,10,"189,080",91267080.00
480,7/6/20,400,440,400,440,10,"337,293",145331376.00
481,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
482,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
483,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
484,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
485,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
486,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
487,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
488,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
489,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
490,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
491,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
492,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
493,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
494,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
495,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
496,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
497,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
498,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
499,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
500,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
501,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
502,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
503,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
504,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
505,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
506,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
507,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
508,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
509,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
510,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
511,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
512,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
513,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
514,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
515,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
516,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
517,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
518,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
519,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
520,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
521,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
522,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
523,9/22/20,862,870,855,862,0,"144,853",124476823.00
524,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
525,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
526,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
527,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
528,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
529,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
530,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
531,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
532,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
533,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
534,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
535,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
536,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
537,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
538,8/31/20,775,847,775,847,10,"346,675",287457233.00
539,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
540,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
541,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
542,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
543,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
544,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
545,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
546,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
547,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
548,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
549,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
550,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
551,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
552,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
553,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
554,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
555,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
556,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
557,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
558,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
559,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
560,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
561,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
562,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
563,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
564,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
565,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
566,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
567,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
568,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
569,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
570,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
571,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
572,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
573,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
574,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
575,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
576,7/7/20,462,484,453,484,10,"189,080",91267080.00
577,7/6/20,400,440,400,440,10,"337,293",145331376.00
578,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
579,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
580,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
581,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
582,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
583,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
584,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
585,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
586,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
587,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
588,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
589,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
590,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
591,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
592,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
593,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
594,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
595,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
596,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
597,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
598,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
599,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
600,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
601,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
602,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
603,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
604,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
605,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
606,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
607,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
608,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
609,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
610,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
611,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
612,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
613,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
614,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
615,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
616,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
617,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
618,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
619,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
620,9/22/20,862,870,855,862,0,"144,853",124476823.00
621,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
622,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
623,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
624,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
625,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
626,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
627,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
628,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
629,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
630,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
631,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
632,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
633,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
634,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
635,8/31/20,775,847,775,847,10,"346,675",287457233.00
636,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
637,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
638,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
639,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
640,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
641,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
642,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
643,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
644,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
645,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
646,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
647,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
648,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
649,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
650,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
651,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
652,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
653,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
654,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
655,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
656,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
657,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
658,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
659,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
660,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
661,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
662,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
663,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
664,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
665,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
666,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
667,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
668,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
669,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
670,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
671,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
672,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
673,7/7/20,462,484,453,484,10,"189,080",91267080.00
674,7/6/20,400,440,400,440,10,"337,293",145331376.00
675,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
676,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
677,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
678,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
679,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
680,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
681,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
682,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
683,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
684,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
685,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
686,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
687,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
688,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
689,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
690,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
691,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
692,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
693,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
694,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
695,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
696,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
697,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
698,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
699,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
700,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
701,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
702,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
703,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
704,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
705,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
706,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
707,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
708,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
709,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
710,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
711,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
712,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
713,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
714,9/27/20,870,875,860,860,-0.46,"104,161",90001415.00
715,9/24/20,870,870,861,864,-0.58,"108,550",93824698.00
716,9/23/20,819,870,819,869,0.81,"101,235",87323701.00
717,9/22/20,862,870,855,862,0,"144,853",124476823.00
718,9/21/20,900,900,845,862,0.47,"172,562",149036929.00
719,9/20/20,900,900,858,858,-2.05,"188,349",162940197.00
720,9/17/20,885,897,873,876,-0.9,"170,721",149806832.00
721,9/16/20,880,890,873,884,0.34,"109,028",96196246.00
722,9/15/20,908,908,874,881,-0.11,"148,938",131382850.00
723,9/14/20,942,942,882,882,-1.78,"229,562",204308671.00
724,9/13/20,925,925,895,898,0.34,"269,175",243165063.00
725,9/10/20,900,918,891,895,0.45,"193,377",174234530.00
726,9/9/20,865,899,857,891,3.73,"253,259",223122288.00
727,9/8/20,856,870,837,859,0.35,"324,098",275539970.00
728,9/7/20,871,880,854,856,-1.72,"329,704",284037071.00
729,9/6/20,933,933,860,871,-2.02,"455,128",401301091.00
730,9/3/20,920,920,856,889,-1.33,"466,323",415707246.00
731,9/2/20,889,931,887,901,6.38,"732,871",674242254.00
732,8/31/20,775,847,775,847,10,"346,675",287457233.00
733,8/30/20,709,775,693,770,8.6,"478,389",344209981.00
734,8/27/20,710,722,700,709,-0.42,"325,117",231294329.00
735,8/26/20,673,726,671,712,5.95,"492,948",349254823.00
736,8/25/20,624,679,623,672,7.69,"443,243",287405902.00
737,8/24/20,596,624,596,624,4.7,"351,252",216040975.00
738,8/23/20,583,599,581,596,2.23,"113,089",66811330.00
739,8/20/20,579,585,575,583,0.69,"39,562",23017814.00
740,8/19/20,585,587,578,579,-1.86,"117,221",68180359.00
741,8/18/20,589,595,585,590,0.34,"108,326",63932746.00
742,8/17/20,570,590,570,588,2.26,"112,845",65830289.00
743,8/16/20,575,584,571,575,-0.86,"133,967",77110577.00
744,8/13/20,588,588,580,580,-1.36,"123,499",71937184.00
745,8/12/20,616,616,584,588,0.17,"102,692",60381444.00
746,8/11/20,590,599,585,587,-0.68,"204,932",121607808.00
747,8/10/20,572,597,566,591,3.32,"210,854",123153744.00
748,8/9/20,575,580,563,572,-0.52,"156,684",89114880.00
749,8/6/20,575,585,565,575,-0.17,"206,694",118115184.00
750,8/5/20,588,590,576,576,-2.21,"234,516",136119904.00
751,8/3/20,590,594,575,589,0.51,"171,630",100417640.00
752,8/2/20,610,610,584,586,-2.17,"382,259",226517072.00
753,7/30/20,595,615,576,599,2.57,"382,720",229155056.00
754,7/29/20,567,588,557,584,3.18,"272,601",157100112.00
755,7/28/20,562,569,555,566,0.71,"183,834",103576160.00
756,7/27/20,559,575,553,562,2.37,"264,209",148861184.00
757,7/26/20,520,552,520,549,0.73,"373,050",199452912.00
758,7/23/20,535,547,520,545,1.87,"212,889",113239680.00
759,7/22/20,560,561,528,535,-3.95,"301,663",162376272.00
760,7/21/20,565,567,550,557,-1.42,"223,552",124291832.00
761,7/20/20,598,618,537,565,-0.88,"309,752",176382800.00
762,7/19/20,547,573,547,570,9.4,"44,436",25371292.00
763,7/16/20,529,529,503,521,3.37,"182,560",94172560.00
764,7/15/20,500,510,500,504,0.8,"193,037",97362528.00
765,7/14/20,505,510,497,500,-1.57,"221,004",111012240.00
766,7/13/20,512,517,501,508,-0.2,"202,660",102812352.00
767,7/12/20,504,535,501,509,0.99,"279,522",143448464.00
768,7/9/20,515,516,486,504,-0.79,"302,571",151845824.00
769,7/8/20,508,532,480,508,4.96,"501,457",255799680.00
770,7/7/20,462,484,453,484,10,"189,080",91267080.00
771,7/6/20,400,440,400,440,10,"337,293",145331376.00
772,7/5/20,380,415,370,400,4.44,"384,082",151241984.00
773,7/2/20,396,415,368,383,1.32,"152,449",60682124.00
774,7/1/20,327,378,315,378,9.88,"41,011",14761825.00
775,6/30/20,363,363,344,344,-9.95,"20,380",7016590.00
776,6/29/20,424,432,382,382,-9.91,"9,779",3761368.00
777,11/22/20,1150,1201,1108,1138,2.52,"504,782",580058318.00
778,11/19/20,1037,1118,1037,1110,7.04,"377,799",410845310.00
779,11/18/20,983,1044,961,1037,5.49,"337,844",336259920.00
780,11/12/20,964,991,960,983,1.97,"337,190",329605240.00
781,11/11/20,961,977,951,964,0.31,"156,439",151071432.00
782,11/10/20,1000,1000,951,961,-0.83,"292,752",285332151.00
783,11/9/20,904,973,900,969,8.39,"583,920",550181485.00
784,11/8/20,858,905,858,894,4.2,"291,323",259202482.00
785,11/5/20,859,865,856,858,-0.35,"81,104",69705953.00
786,11/4/20,862,863,858,861,-0.23,"38,848",33451817.00
787,11/3/20,862,869,857,863,0.23,"47,681",41209073.00
788,11/2/20,858,868,850,861,0.35,"68,958",59474517.00
789,11/1/20,865,869,858,858,-0.81,"38,398",33045165.00
790,10/29/20,875,881,861,865,-0.23,"51,890",45237063.00
791,10/28/20,851,869,850,867,1.29,"52,226",44678831.00
792,10/22/20,865,865,853,856,-0.12,"38,551",32971137.00
793,10/21/20,855,863,852,857,0.12,"29,569",25405072.00
794,10/20/20,896,896,850,856,0.23,"25,869",22074942.00
795,10/19/20,850,858,848,854,0.47,"33,366",28453773.00
796,10/18/20,854,854,848,850,-0.47,"57,070",48531217.00
797,10/15/20,855,869,850,854,0.23,"86,805",74084223.00
798,10/14/20,855,858,851,852,-0.47,"62,327",53181854.00
799,10/13/20,860,865,855,856,-0.47,"73,770",63289400.00
800,10/12/20,858,865,857,860,-0.12,"61,915",53276432.00
801,10/11/20,868,877,856,861,-0.81,"66,945",57928083.00
802,10/8/20,865,887,865,868,-0.57,"72,675",63332030.00
803,10/7/20,920,920,870,873,-0.46,"78,553",68569172.00
804,10/6/20,885,895,875,877,-1.13,"71,469",62902371.00
805,10/5/20,891,908,885,887,-0.45,"166,071",149100463.00
806,10/4/20,863,898,863,891,3.24,"234,510",208153684.00
807,10/1/20,850,870,850,863,1.41,"97,600",84173747.00
808,9/30/20,860,860,846,851,-0.23,"132,294",112435136.00
809,9/29/20,856,856,851,853,-0.35,"91,565",78161176.00
810,9/28/20,850,867,850,856,-0.47,"74,520",64033445.00
